DomainName,AreaType,variable,n,min,max,median,q1,q3,iqr,mad,mean,sd,se,ci
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 80+ yrs Persons,2,16.79,18.38,17.585,17.188,17.983,0.795,1.179,17.585,1.124,0.795,10.101
C. Health improvement,England,Self reported wellbeing: people with a high anxiety score 65+ yrs Persons,8,16.98,21.84,19.635,17.738,20.782,3.045,2.254,19.389,1.749,0.618,1.462
C. Health improvement,England,Emergency hospital admissions due to falls in people aged 65 and over 65+ yrs Male,1,1749.539,1749.539,1749.539,1749.539,1749.539,0,0,1749.539,,,
C. Health improvement,England,Emergency hospital admissions due to falls in people aged 65 and over 65+ yrs Female,1,2359.864,2359.864,2359.864,2359.864,2359.864,0,0,2359.864,,,
C. Health improvement,England,Emergency hospital admissions due to falls in people aged 65 and over 65+ yrs Persons,1,2099.863,2099.863,2099.863,2099.863,2099.863,0,0,2099.863,,,
C. Health improvement,England,Emergency hospital admissions due to falls in people aged 65 to 79 65-79 yrs Male,1,825.104,825.104,825.104,825.104,825.104,0,0,825.104,,,
C. Health improvement,England,Emergency hospital admissions due to falls in people aged 65 to 79 65-79 yrs Female,1,1142.431,1142.431,1142.431,1142.431,1142.431,0,0,1142.431,,,
C. Health improvement,England,Emergency hospital admissions due to falls in people aged 65 to 79 65-79 yrs Persons,1,992.649,992.649,992.649,992.649,992.649,0,0,992.649,,,
C. Health improvement,England,Emergency hospital admissions due to falls in people aged 80 plus 80+ yrs Male,1,4430.402,4430.402,4430.402,4430.402,4430.402,0,0,4430.402,,,
C. Health improvement,England,Emergency hospital admissions due to falls in people aged 80 plus 80+ yrs Female,1,5890.418,5890.418,5890.418,5890.418,5890.418,0,0,5890.418,,,
C. Health improvement,England,Emergency hospital admissions due to falls in people aged 80 plus 80+ yrs Persons,1,5310.785,5310.785,5310.785,5310.785,5310.785,0,0,5310.785,,,
C. Health improvement,England,Successful completion of drug treatment: opiate users 18+ yrs Persons,13,4.741,8.564,6.658,5.611,7.397,1.785,1.552,6.517,1.25,0.347,0.755
C. Health improvement,England,Successful completion of drug treatment: non opiate users 18+ yrs Persons,13,31.427,39.202,36.765,34.276,37.264,2.988,3.539,35.745,2.27,0.63,1.372
C. Health improvement,England,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years) <15 yrs Male,1,87.655,87.655,87.655,87.655,87.655,0,0,87.655,,,
C. Health improvement,England,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years) <15 yrs Female,1,80.768,80.768,80.768,80.768,80.768,0,0,80.768,,,
C. Health improvement,England,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years) <15 yrs Persons,1,84.311,84.311,84.311,84.311,84.311,0,0,84.311,,,
C. Health improvement,England,Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years) 15-24 yrs Male,1,111.278,111.278,111.278,111.278,111.278,0,0,111.278,,,
C. Health improvement,England,Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years) 15-24 yrs Female,1,125.546,125.546,125.546,125.546,125.546,0,0,125.546,,,
C. Health improvement,England,Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15 to 24 years) 15-24 yrs Persons,1,118.434,118.434,118.434,118.434,118.434,0,0,118.434,,,
C. Health improvement,England,"Under 16s conception rate / 1,000 <16 yrs Female",1,2.104,2.104,2.104,2.104,2.104,0,0,2.104,,,
C. Health improvement,England,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 4 years) 0-4 yrs Male,1,115.087,115.087,115.087,115.087,115.087,0,0,115.087,,,
C. Health improvement,England,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 4 years) 0-4 yrs Female,1,91.574,91.574,91.574,91.574,91.574,0,0,91.574,,,
C. Health improvement,England,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 4 years) 0-4 yrs Persons,1,103.612,103.612,103.612,103.612,103.612,0,0,103.612,,,
C. Health improvement,England,Cumulative percentage of the eligible population aged 40 to 74 offered an NHS Health Check 40-74 yrs Persons,6,63.326,90.907,79.753,66.477,89.397,22.921,15.841,78.067,12.916,5.273,13.555
C. Health improvement,England,Cumulative percentage of the eligible population aged 40 to 74 offered an NHS Health Check who received an NHS Health Check 40-74 yrs Persons,6,42.284,48.708,46.773,45.216,47.836,2.62,2.416,46.238,2.367,0.966,2.484
C. Health improvement,England,Cumulative percentage of the eligible population aged 40 to 74 who received an NHS Health check 40-74 yrs Persons,6,27.356,44.279,37.325,29.621,42.769,13.148,9.563,36.32,7.594,3.1,7.969
C. Health improvement,England,Infectious Diseases in Pregnancy Screening: HIV Coverage All ages Female,5,98.858,99.6,99.065,98.933,99.474,0.541,0.306,99.186,0.332,0.148,0.412
C. Health improvement,England,Sickle Cell and Thalassaemia Screening: Coverage All ages Female,4,98.856,99.341,98.996,98.866,99.177,0.311,0.198,99.047,0.231,0.116,0.368
C. Health improvement,England,Newborn Blood Spot Screening: Coverage <1 yr Persons,5,93.505,96.7,95.828,95.593,96.459,0.866,0.936,95.617,1.264,0.565,1.569
C. Health improvement,England,Newborn Hearing Screening: Coverage <1 yr Persons,10,97.53,99.159,98.537,98.436,98.707,0.27,0.231,98.518,0.434,0.137,0.31
C. Health improvement,England,Cancer screening coverage: bowel cancer 60-74 yrs Persons,9,57.258,71.991,60.506,59.154,66.117,6.963,4.815,63.063,5.393,1.798,4.145
C. Health improvement,England,"Total prescribed LARC excluding injections rate / 1,000 All ages Female",2,48.171,50.165,49.168,48.669,49.667,0.997,1.479,49.168,1.41,0.997,12.672
C. Health improvement,England,Percentage of looked after children whose emotional wellbeing is a cause for concern 5-16 yrs Persons,8,36.8,38.562,37.849,37,38.224,1.224,1.057,37.717,0.706,0.25,0.591
C. Health improvement,England,Percentage of looked after children whose emotional wellbeing is a cause for concern 5-16 yrs Male,5,40,40,40,40,40,0,0,40,0,0,0
C. Health improvement,England,Percentage of looked after children whose emotional wellbeing is a cause for concern 5-16 yrs Female,5,34,34,34,34,34,0,0,34,0,0,0
C. Health improvement,England,Abdominal Aortic Aneurysm Screening Coverage 65 Male,10,55.013,81.328,78.852,76.439,80.549,4.11,2.978,75.94,8.044,2.544,5.754
C. Health improvement,England,Diabetic eye screening: uptake 12+ yrs Persons,5,82.217,83.019,82.7,82.606,82.945,0.339,0.364,82.698,0.318,0.142,0.395
C. Health improvement,England,Newborn and Infant Physical Examination Screening Coverage <1 yr Persons,9,93.307,97.271,96.227,94.869,96.64,1.771,1.226,95.582,1.433,0.478,1.101
C. Health improvement,England,Deaths from drug misuse All ages Male,18,4.3,7.31,4.968,4.525,6.081,1.556,0.756,5.317,0.949,0.224,0.472
C. Health improvement,England,Deaths from drug misuse All ages Female,18,1.3,2.77,1.549,1.325,2.214,0.889,0.369,1.781,0.508,0.12,0.252
C. Health improvement,England,Deaths from drug misuse All ages Persons,18,2.8,5.02,3.294,3.003,4.139,1.136,0.51,3.545,0.709,0.167,0.353
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 18+ yrs Male,12,14.479,22.178,17.111,15.754,20.33,4.576,3.08,17.949,2.717,0.784,1.726
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 18+ yrs Female,12,10.895,17.634,13.361,12.038,15.758,3.721,2.715,13.896,2.314,0.668,1.471
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 25-29 yrs Persons,12,16.204,27.1,21.178,19.634,25.259,5.625,5.156,21.772,3.697,1.067,2.349
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 30-34 yrs Persons,12,15.184,24.142,18.992,17.692,22.194,4.502,4.01,19.735,3.069,0.886,1.95
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 35-39 yrs Persons,12,13.356,23.357,17.554,16.11,20.003,3.892,3.275,18.188,3.067,0.885,1.949
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 40-44 yrs Persons,12,15.055,22.577,16.52,15.751,19.84,4.089,2.027,17.833,2.777,0.802,1.764
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 45-49 yrs Persons,12,13.426,21.572,17.078,15.725,19.652,3.927,2.571,17.619,2.526,0.729,1.605
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 50-54 yrs Persons,12,14.264,20.199,16.316,15.588,19.147,3.559,2.724,17.145,2.183,0.63,1.387
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 55-59 yrs Persons,12,13.543,19.492,15.406,14.259,17.316,3.057,2.232,15.911,2.056,0.593,1.306
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 60-64 yrs Persons,12,12.657,16.263,13.415,13.045,15.169,2.124,1.012,14.071,1.327,0.383,0.843
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 65-69 yrs Persons,12,10.5,14.405,11.386,10.917,12.378,1.46,0.738,11.801,1.208,0.349,0.767
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 70-74 yrs Persons,12,7.882,10.907,8.677,8.403,10.095,1.692,0.803,9.175,1.013,0.292,0.644
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 75-79 yrs Persons,12,6.499,8.28,7.226,6.867,7.514,0.647,0.477,7.261,0.519,0.15,0.33
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 80-84 yrs Persons,12,4,6.456,5.051,4.675,5.372,0.697,0.539,5.035,0.721,0.208,0.458
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 85-89 yrs Persons,12,2.632,4.439,3.614,3.157,3.808,0.65,0.612,3.56,0.536,0.155,0.341
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 90+ yrs Persons,12,1.402,3.329,2.26,1.89,2.521,0.631,0.558,2.268,0.586,0.169,0.372
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 18+ yrs Persons,12,12.655,19.842,15.194,13.854,17.985,4.131,2.886,15.875,2.503,0.723,1.591
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 18-64 yrs Persons,9,15.876,22.505,19.358,16.98,20.919,3.939,3.526,19.143,2.452,0.817,1.885
C. Health improvement,England,Smoking Prevalence in adults (18+) - current smokers (APS) 18-24 yrs Persons,12,11.64,25.765,18.768,15.662,23.655,7.993,6.628,19.11,4.795,1.384,3.047
C. Health improvement,England,Successful completion of alcohol treatment 18+ yrs Persons,13,31.366,38.923,37.535,35.3,38.357,3.057,1.409,36.736,2.126,0.59,1.285
C. Health improvement,England,Breastfeeding prevalence at 6 to 8 weeks - current method 6-8 weeks Persons,8,43.096,49.2,46.896,44.114,48.284,4.17,3.417,46.356,2.535,0.896,2.119
C. Health improvement,England,Adults with substance misuse treatment need who successfully engage in community based structured treatment following release from prison 18+ yrs Persons,8,30.278,42.612,34.335,31.657,37.546,5.889,5.045,34.931,4.257,1.505,3.559
C. Health improvement,England,Percentage of physically active adults 19+ yrs Male,7,67.855,69.923,68.603,68.42,69.253,0.833,0.493,68.818,0.719,0.272,0.665
C. Health improvement,England,Percentage of physically active adults 19+ yrs Female,7,63.508,65.109,64.211,63.879,64.819,0.94,0.959,64.318,0.633,0.239,0.585
C. Health improvement,England,Percentage of physically active adults 85+ yrs Persons,7,25.433,32.037,27.481,26.083,30.551,4.468,3.036,28.317,2.679,1.013,2.478
C. Health improvement,England,Percentage of physically active adults 25-34 yrs Persons,7,66.974,70.97,69.266,68.812,69.947,1.135,0.949,69.247,1.31,0.495,1.211
C. Health improvement,England,Percentage of physically active adults 35-44 yrs Persons,7,67.094,69.827,68.754,67.892,69.237,1.345,0.828,68.562,0.982,0.371,0.909
C. Health improvement,England,Percentage of physically active adults 45-54 yrs Persons,7,69.074,70.768,69.382,69.321,70.462,1.142,0.457,69.827,0.713,0.269,0.659
C. Health improvement,England,Percentage of physically active adults 55-64 yrs Persons,7,64.995,68.465,67.689,66.134,67.984,1.85,1.151,67.055,1.313,0.496,1.215
C. Health improvement,England,Percentage of physically active adults 65-74 yrs Persons,7,63.591,68.157,66.138,64.695,67.746,3.051,2.154,66.11,1.824,0.689,1.687
C. Health improvement,England,Percentage of physically active adults 75-84 yrs Persons,7,46.566,55.255,53.012,48.035,53.635,5.599,3.326,51.168,3.505,1.325,3.241
C. Health improvement,England,Percentage of physically active adults 19-24 yrs Persons,7,69.364,77.53,73.625,71.801,75.204,3.403,2.975,73.504,2.839,1.073,2.625
C. Health improvement,England,Percentage of physically active adults 19+ yrs Persons,7,65.937,67.31,66.26,66.069,66.795,0.725,0.378,66.462,0.565,0.214,0.522
C. Health improvement,England,Percentage of physically inactive adults 19+ yrs Male,7,20.202,22.359,20.754,20.601,21.36,0.758,0.241,21.034,0.778,0.294,0.72
C. Health improvement,England,Percentage of physically inactive adults 19+ yrs Female,7,22.394,24.249,23.695,23.555,23.825,0.27,0.327,23.585,0.581,0.22,0.538
C. Health improvement,England,Percentage of physically inactive adults 85+ yrs Persons,7,56.847,63.529,59.405,58.285,62.735,4.45,3.793,60.26,2.727,1.031,2.522
C. Health improvement,England,Percentage of physically inactive adults 25-34 yrs Persons,7,17.626,21.327,19.217,18.584,20.343,1.759,1.745,19.432,1.33,0.503,1.23
C. Health improvement,England,Percentage of physically inactive adults 35-44 yrs Persons,7,18.003,21.721,18.869,18.621,20.695,2.074,1.284,19.603,1.41,0.533,1.304
C. Health improvement,England,Percentage of physically inactive adults 45-54 yrs Persons,7,18.266,20.052,18.881,18.782,19.242,0.46,0.476,19.035,0.559,0.211,0.517
C. Health improvement,England,Percentage of physically inactive adults 55-64 yrs Persons,7,21.182,23.388,21.768,21.528,22.46,0.932,0.859,22.045,0.772,0.292,0.714
C. Health improvement,England,Percentage of physically inactive adults 65-74 yrs Persons,7,21.462,24.771,23.417,22.39,23.633,1.243,0.694,23.1,1.144,0.432,1.058
C. Health improvement,England,Percentage of physically inactive adults 75-84 yrs Persons,7,33.368,40.908,35.824,34.75,38.892,4.142,3.641,36.769,2.801,1.059,2.591
C. Health improvement,England,Percentage of physically inactive adults 19-24 yrs Persons,7,14.205,20.262,16.276,15.178,18.978,3.8,2.868,17.008,2.408,0.91,2.227
C. Health improvement,England,Percentage of physically inactive adults 19+ yrs Persons,7,21.391,23.376,22.261,22.234,22.616,0.382,0.102,22.39,0.619,0.234,0.573
C. Health improvement,England,Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 16+ yrs Male,5,49.75,52.768,51.166,50.203,52.304,2.101,1.687,51.238,1.301,0.582,1.615
C. Health improvement,England,Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 16+ yrs Female,5,58.836,61.818,59.537,59.155,61.083,1.928,1.038,60.086,1.297,0.58,1.61
C. Health improvement,England,Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 85+ yrs Persons,5,54.841,60.425,57.686,55.472,57.798,2.326,3.282,57.245,2.21,0.988,2.744
C. Health improvement,England,Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 25-34 yrs Persons,5,46.435,49.469,47.971,47.633,48.884,1.251,1.353,48.078,1.172,0.524,1.455
C. Health improvement,England,Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 35-44 yrs Persons,5,49.773,53.16,50.652,50.174,52.672,2.498,1.303,51.286,1.53,0.684,1.9
C. Health improvement,England,Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 45-54 yrs Persons,5,53.525,55.976,53.959,53.684,55.584,1.899,0.642,54.546,1.146,0.512,1.422
C. Health improvement,England,Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 55-64 yrs Persons,5,57.171,61.015,59.095,58.349,60.391,2.043,1.921,59.204,1.546,0.692,1.92
C. Health improvement,England,Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 65-74 yrs Persons,5,65.477,69.516,66.457,66.262,69.026,2.764,1.453,67.347,1.802,0.806,2.238
C. Health improvement,England,Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 16+ yrs Persons,5,54.415,57.439,55.428,54.819,56.824,2.005,1.502,55.785,1.299,0.581,1.613
C. Health improvement,England,Proportion of the population meeting the recommended '5 a day' on a 'usual day' (adults) (old method) 75-84 yrs Persons,5,65.221,69.808,66.861,66.566,68.829,2.263,2.432,67.457,1.841,0.823,2.286
